DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1,Zone 2,Zone 3
01-02-2017 19:00,13.52333333,69.695,0.0755,0.057333333,0.100833333,41498.73418,26857.75076,25545.06024
01-02-2017 20:00,13.41166667,68.645,0.075166667,0.058666667,0.097666667,41096.70886,26782.37082,25642.40964
01-02-2017 21:00,13.125,66.96166667,0.075333333,0.0575,0.092166667,39461.26582,25874.77203,25002.40964
01-02-2017 22:00,12.87666667,68.675,0.074666667,0.076833333,0.115,35830.88607,23548.93617,22839.51807
01-02-2017 23:00,12.47333333,71.71666667,0.074833333,0.058666667,0.122833333,30112.40506,20373.25228,19941.20482
01-03-2017 00:00,11.84,75.53333333,0.074833333,0.075,0.1405,25269.87342,17369.60486,17032.28916
01-03-2017 01:00,12.13166667,72.56666667,0.0765,0.060333333,0.151333333,22636.96203,15217.02128,15190.36145
01-03-2017 02:00,11.78833333,73.88333333,0.076833333,0.068333333,0.1465,21371.13924,14075.37994,14231.3253
01-03-2017 03:00,12.20666667,73.93333333,0.076166667,0.072166667,0.1565,20557.97468,13662.61398,13708.91566
01-03-2017 04:00,11.44333333,76.35,0.0795,0.069666667,0.150166667,20116.4557,13627.96353,13591.3253
01-03-2017 05:00,10.845,79.78333333,0.078166667,0.064,0.150166667,21034.93671,14033.43465,14056.86747
01-03-2017 06:00,11.09666667,77.66666667,0.078166667,0.078666667,0.141333333,24105.31646,15663.82979,14605.3012
01-03-2017 07:00,9.67,81.46666667,0.078666667,0.063,0.157166667,24204.55696,16228.57143,13002.40964
01-03-2017 08:00,8.571666667,84.16666667,0.080833333,10.17933333,7.037666667,25145.31646,16824.92401,12197.59036
01-03-2017 09:00,9.218333333,85.05,0.082833333,124.6166667,36.76166667,28354.43038,18807.29483,13714.6988
01-03-2017 10:00,13.41833333,75.48333333,0.080833333,281.5166667,42.80333333,31190.88608,20346.50456,14776.86747
01-03-2017 11:00,14.90333333,66.10666667,0.080166667,403.4666667,44.68666667,33065.31646,21312.46201,15813.9759
01-03-2017 12:00,15.25333333,64.24333333,0.074333333,472.8,44.855,33998.98734,21768.99696,16525.3012
01-03-2017 13:00,15.44333333,63.03666667,0.074833333,489.25,44.85333333,33623.29114,21546.50456,16825.06024
01-03-2017 14:00,15.42166667,64.19,0.074,447.35,43.79333333,32410.12658,21604.25532,16531.08434
01-03-2017 15:00,15.40833333,64.98,0.075,356.0333333,79.125,32293.67089,21406.07903,16480.96386
01-03-2017 16:00,15.19,67.07833333,0.075,222,230.4333333,32090.12658,21168.38906,16620.72289
01-03-2017 17:00,14.775,66.215,0.075,84.52333333,105.8566667,37828.86076,24688.7538,22138.79518
01-03-2017 18:00,13.65833333,72.76,0.075333333,3.862166667,3.926166667,42768.60759,27244.3769,25638.55422
01-03-2017 19:00,11.26666667,80.03333333,0.076,0.0635,0.098166667,42546.83544,27134.3465,25804.33735
01-03-2017 20:00,10.1,82.85,0.075833333,0.072666667,0.092166667,42245.06329,27093.61702,26079.03615
01-03-2017 21:00,9.32,83.71666667,0.073833333,0.058833333,0.087166667,40194.43038,26292.40122,25181.68675
01-03-2017 22:00,8.938333333,83.86666667,0.0735,0.060166667,0.094666667,35961.51899,23825.53192,23210.60241
01-03-2017 23:00,8.491666667,84.6,0.075,0.059833333,0.093833333,30484.05064,20431.61094,19941.20482
01-04-2017 00:00,8.523333333,82.83333333,0.075666667,0.053666667,0.107,26271.39241,17599.3921,17273.25301
01-04-2017 01:00,8.223333333,81.86666667,0.075166667,0.0635,0.0885,23247.59494,15102.73556,15411.08434
01-04-2017 02:00,7.955,81.56666667,0.076,0.070333333,0.115666667,22007.0886,13888.7538,14392.28916
01-04-2017 03:00,7.715,80.9,0.075833333,0.0605,0.114333333,21329.62025,13419.45289,13929.63856
01-04-2017 04:00,6.592,83.7,0.086,0.063333333,0.102666667,20240,13294.83283,13781.20482
01-04-2017 05:00,5.985833333,86.75,0.085166667,0.067666667,0.121166667,21350.88608,13946.50456,14221.68675
01-04-2017 06:00,5.491333333,87.33333333,0.085333333,0.053166667,0.1235,24277.46836,15483.28268,14893.49398
01-04-2017 07:00,5.435666667,87.36666667,0.088666667,0.066666667,0.126,24287.59494,15868.08511,13051.56627
01-04-2017 08:00,4.9695,87.41666667,0.087333333,12.006,7.499833333,25282.02532,16550.75988,11958.55422
01-04-2017 09:00,5.240333333,86.26666667,0.087666667,132.2,33.42,28268.35443,19106.99088,13893.9759
01-04-2017 10:00,6.7595,82.01666667,0.0905,283.75,39.8,30143.79747,21150.75988,15226.02409
01-04-2017 11:00,9.36,77.28333333,0.089833333,408.3,39.41166667,32812.1519,21882.06687,16279.51807
01-04-2017 12:00,12.80666667,66.39166667,0.086333333,487.5666667,37.12333333,34139.74684,22043.769,16597.59036
01-04-2017 13:00,15.695,59.225,0.085333333,502.0166667,39.465,33335.6962,21852.88754,16872.28916
01-04-2017 14:00,17.49,53.12,0.078833333,451.6166667,44.44333333,32525.56962,21582.97872,16561.92771
01-04-2017 15:00,17.275,59.46666667,0.075,363.1333333,99.94666667,32316.96203,21574.46808,16238.07229
01-04-2017 16:00,17.36333333,60.99666667,0.0765,224.6666667,244.7333333,31615.18987,21005.47113,16069.39759
01-04-2017 17:00,16.555,64.88333333,0.074166667,81.02833333,100.6366667,37109.87342,24446.80851,21834.21687
01-04-2017 18:00,13.7,74.38333333,0.077666667,3.903166667,3.957833333,43216.20253,27463.82979,25584.57831
01-04-2017 19:00,12.93,75.68833333,0.0825,0.0725,0.086666667,42815.18987,27265.04559,25706.0241
01-04-2017 20:00,13.48833333,67.88,0.086166667,0.065333333,0.089333333,42382.78481,27198.17629,25846.74699
01-04-2017 21:00,12.15666667,70.9,0.084,0.059166667,0.105,40226.83544,26196.35259,25257.83133
01-04-2017 22:00,10.63333333,75.6,0.084,0.072666667,0.109833333,36415.18987,23878.41945,23161.44578
01-04-2017 23:00,9.883333333,77.2,0.084333333,0.067666667,0.126,30938.73418,20648.02432,20126.26506
01-05-2017 00:00,8.998333333,78.98333333,0.085666667,0.061833333,0.118666667,25979.74684,17604.25532,17222.16868
01-05-2017 01:00,8.255,80.13333333,0.085666667,0.080666667,0.12,22892.1519,15351.97569,15485.30121
01-05-2017 02:00,7.793333333,80.83333333,0.085333333,0.078,0.133333333,21503.79747,13859.57447,14428.91567
01-05-2017 03:00,7.545,79.55,0.082833333,0.069666667,0.150833333,21075.44304,13456.53495,13947.95181
01-05-2017 04:00,7.032833333,78.68333333,0.0855,0.072833333,0.126,20864.81013,13435.86626,13815.90361
01-05-2017 05:00,7.07,76.63333333,0.084166667,0.064833333,0.142166667,21619.24051,14100.30395,14255.42169
01-05-2017 06:00,6.904166667,73.95,0.085,0.065833333,0.115833333,23991.89874,15520.36474,14994.69879
01-05-2017 07:00,6.051333333,79.9,0.087166667,0.066666667,0.131,24311.89874,15889.96961,12842.40964
01-05-2017 08:00,5.746,82.11666667,0.085666667,12.5,7.686333333,25332.65823,16802.43161,11999.03615
01-05-2017 09:00,6.192,74.8,0.083833333,136.5333333,29.81333333,28410.12658,18827.35562,13608.6747
01-05-2017 10:00,8.238333333,65.66,0.085666667,287.4333333,38.325,30741.26582,20322.18845,14911.80723
01-05-2017 11:00,11.195,61.315,0.085,408.6666667,44.965,32541.77215,21141.03344,16002.89157
01-05-2017 12:00,14.71666667,60.07333333,0.084166667,478.6666667,49.57,33379.24051,21782.37082,16482.89157
01-05-2017 13:00,16.65666667,58.47166667,0.083166667,488.8666667,56.675,33581.77215,21709.42249,17116.14458
01-05-2017 14:00,17.565,56.485,0.084,445.0166667,63.795,32695.6962,21616.41338,16943.61446
01-05-2017 15:00,18.21833333,53.33333333,0.087833333,335.35,133.5333333,31992.91139,21481.45897,16260.24096
01-05-2017 16:00,17.19833333,51.955,0.077,189.4666667,209.9833333,31713.41772,21135.56231,16006.74699
01-05-2017 17:00,16.02833333,57.43,0.0765,61.58,72.49333333,37397.46835,24491.79331,21768.6747
01-05-2017 18:00,14.16333333,63.795,0.087833333,5.0655,5.315333333,43572.65823,27285.10638,25725.3012
01-05-2017 19:00,12.51166667,69.78666667,0.075333333,0.063333333,0.1045,43395.44304,27177.5076,25625.06024
01-05-2017 20:00,11.2,75.35,0.079,0.055666667,0.112666667,42954.93671,27000.6079,25720.48193
01-05-2017 21:00,11.44666667,79.9,0.085833333,0.055666667,0.1165,40561.01266,25939.20973,24989.87952
01-05-2017 22:00,10.53166667,82.11666667,0.086,0.0605,0.122,36883.03798,24014.58967,23294.45783
01-05-2017 23:00,9.536666667,83.71666667,0.085333333,0.055666667,0.146,31877.46835,20868.69301,20491.56626
01-06-2017 00:00,8.873333333,85.46666667,0.083833333,0.059833333,0.141666667,27172.65823,17880.85106,17337.83132
01-06-2017 01:00,8.508333333,86.31666667,0.085666667,0.070166667,0.144,23968.60759,15595.13678,15429.39759
01-06-2017 02:00,8.076666667,87.2,0.0835,0.073333333,0.148,22291.64557,14458.96657,14511.80723
01-06-2017 03:00,8.33,87,0.0875,0.058833333,0.152833333,21861.26582,13959.87842,14093.49398
01-06-2017 04:00,8.02,88.18333333,0.087,0.059833333,0.180333333,21453.16456,13863.82979,13935.42169
01-06-2017 05:00,8.341666667,88.55,0.0825,0.055,0.149833333,21987.8481,14502.73556,14397.10843
01-06-2017 06:00,8.676666667,86.63333333,0.084,0.065166667,0.151833333,23874.43038,15910.6383,14864.57831
01-06-2017 07:00,9.373333333,82.65,0.084,0.067666667,0.1385,23613.16456,16042.55319,12639.03614
01-06-2017 08:00,8.961666667,82.61666667,0.085,11.87066667,9.490833333,24894.17722,16798.17629,11934.45783
01-06-2017 09:00,10.06833333,79.26666667,0.085333333,92.36666667,76.355,28254.17722,18829.17933,13562.40964
01-06-2017 10:00,11.36666667,74.03333333,0.084333333,134.1,132.5833333,31364.05063,20579.93921,14845.30121
01-06-2017 11:00,12.48666667,71.57166667,0.086666667,214.9333333,188.2166667,33263.79747,21993.92097,15959.51807
01-06-2017 12:00,14.395,66.94,0.085166667,257.65,219.15,32281.51899,21716.71733,16589.87952
01-06-2017 13:00,15.365,64.78166667,1.5475,240.05,223.5833333,32583.29114,21751.36778,16673.73494
01-06-2017 14:00,15.71,62.37166667,0.085166667,253,245,32166.07595,21518.54104,16183.13253
01-06-2017 15:00,15.47833333,65.99833333,0.084166667,161.9166667,164.0666667,31565.56962,21631.00304,16007.71084
01-06-2017 16:00,15.28,67.58333333,0.082,117.0333333,118.1666667,31766.07595,21275.98784,15804.33735
01-06-2017 17:00,14.95666667,70.25666667,0.084833333,41.08333333,41.47166667,37334.68355,24172.64438,21239.51807
01-06-2017 18:00,14.13333333,75.38333333,0.085666667,4.0305,4.079666667,42924.55696,27182.97872,24909.87952
01-06-2017 19:00,13.55666667,75.13333333,0.085666667,0.055666667,0.106166667,42248.10127,26770.82067,25290.60241
01-06-2017 20:00,13.065,75.56666667,0.0855,0.054333333,0.126666667,41920,26558.05471,25526.74699
01-06-2017 21:00,12.51833333,77.41666667,0.086166667,0.0545,0.1285,40153.92405,25858.96657,24779.75904
01-06-2017 22:00,12.43666667,77.76666667,0.086,0.05,0.132833333,36515.44304,23753.19149,22814.45783
01-06-2017 23:00,12.46666667,75.5,0.085666667,0.052,0.1405,31635.44304,20748.32827,20215.90362
01-07-2017 00:00,12.21333333,75.81666667,0.084666667,0.057333333,0.134166667,27193.92405,17795.13678,17398.55422
01-07-2017 01:00,11.64666667,77.88333333,0.087666667,0.052166667,0.1365,23961.51899,15609.72644,15515.18073
01-07-2017 02:00,10.71666667,81.13333333,0.087833333,0.047166667,0.136666667,22588.35443,14382.97872,14618.79518
01-07-2017 03:00,10.47666667,81.36666667,0.086666667,0.058833333,0.139666667,21849.11392,13868.0851,14213.01205
01-07-2017 04:00,9.52,84.15,0.087666667,0.054333333,0.149,21502.78481,13803.03951,14046.26506
01-07-2017 05:00,9.328333333,83.9,0.087,0.056166667,0.136,22133.67089,14325.22796,14735.42169
01-07-2017 06:00,8.71,84.36666667,0.087166667,0.059166667,0.155166667,23711.39241,15237.08207,15175.90361
01-07-2017 07:00,8.426666667,85.25,0.088833333,0.048833333,0.148333333,23095.6962,14060.18237,12689.15663
01-07-2017 08:00,8.413333333,84.63333333,0.0905,15.252,13.02883333,24576.20253,15088.1459,11748.43373
01-07-2017 09:00,8.643333333,83,0.087666667,108.19,43.90333333,29736.70886,16733.7386,13638.55422
01-07-2017 10:00,10.28666667,78.83333333,0.090666667,270.1166667,54.195,32463.79747,19590.27356,15404.33735
01-07-2017 11:00,12.74666667,72,0.091166667,382.8333333,67.73833333,33772.1519,21085.10638,16535.90362
01-07-2017 12:00,14.575,67.71833333,0.086,397.8666667,95.63333333,34033.41772,21545.89666,17221.20482
01-07-2017 13:00,14.92833333,61.94666667,0.077666667,255.0666667,200.2166667,33486.58228,21164.74164,17361.92771
01-07-2017 14:00,14.79166667,63.27833333,0.0765,177.8666667,168.35,32428.35443,20584.19453,17477.59036
01-07-2017 15:00,15.155,66.37166667,0.075333333,232.9333333,189.9666667,31467.34177,19925.83586,17374.45783
01-07-2017 16:00,15.33666667,65.35833333,0.0765,214.4333333,242.5,30612.65823,19682.67477,17395.66265
01-07-2017 17:00,14.74833333,67.66166667,0.074,75.825,90.17166667,36232.91139,23131.91489,22381.68675
01-07-2017 18:00,13.70166667,72.59166667,0.076166667,4.865333333,4.9445,41583.79747,26057.14286,25825.54217
01-07-2017 19:00,11.99333333,79.13333333,0.077333333,0.068,0.093833333,40846.58228,25735.56231,25863.13253
01-07-2017 20:00,12.47,78.75,0.077166667,0.052333333,0.111833333,40649.11392,25136.77812,25529.63855
01-07-2017 21:00,13.07,77.16666667,0.076666667,0.047,0.134166667,39227.34177,24534.95441,25062.16867
01-07-2017 22:00,13.02333333,78.31666667,0.078,0.0625,0.134,36025.31646,22848.63222,23450.60241
01-07-2017 23:00,13.53,78.58333333,0.0815,0.0575,0.137333333,31526.07595,20131.30699,20999.51807
01-08-2017 00:00,14.27333333,77.91666667,0.088,0.044666667,0.123666667,26633.92405,17421.2766,17871.80723
01-08-2017 01:00,14.44166667,76.61666667,0.091,0.0465,0.137,23640.50633,15492.40122,16057.83133
01-08-2017 02:00,14.21666667,74.18333333,0.0885,0.045833333,0.123666667,21817.72152,14072.34043,15021.68675
01-08-2017 03:00,13.99,73.15,0.0865,0.047,0.164333333,20831.39241,13240.72948,14500.24096
01-08-2017 04:00,13.505,76.13333333,0.092,0.055,0.1355,20688.6076,12976.8997,14200.48193
01-08-2017 05:00,13.24333333,72.96666667,0.093,0.059333333,0.133,21004.55696,13100.30395,14571.56627
01-08-2017 06:00,13.255,70.705,0.0895,0.0465,0.162,22544.81013,13799.3921,14858.79518
01-08-2017 07:00,13.625,68.61333333,0.090166667,0.064666667,0.140333333,19838.98734,11846.20061,11786.0241
01-08-2017 08:00,12.64833333,69.17166667,0.088333333,7.628,6.928333333,21153.41772,12441.94529,11157.59036
01-08-2017 09:00,13.74666667,65.53166667,0.089,85.445,50.82,25160.50633,13120.97264,13289.63856
01-08-2017 10:00,14.60166667,64.75,0.0795,152.1,108.2333333,29874.43038,14649.24012,15278.07229
01-08-2017 11:00,15.37166667,61.49666667,0.078166667,219.6833333,147.2333333,32192.40506,16606.07903,16610.12048
01-08-2017 12:00,16.005,56.315,0.077666667,319.4,104.7666667,32911.39241,17156.231,17446.74699
01-08-2017 13:00,16.07333333,56.76666667,0.077666667,251.35,125.4833333,33280,17041.94529,17780.24096
01-08-2017 14:00,15.85833333,58.21333333,0.077,217.4166667,105.2333333,32392.91139,16962.91793,17607.71084
01-08-2017 15:00,15.72666667,60.185,0.075833333,165.9666667,144.2,31365.06329,16544.07295,17011.08434
01-08-2017 16:00,15.72333333,62.775,0.074833333,145.1833333,156.2,30446.58228,17184.80243,16956.14458
01-08-2017 17:00,15.75333333,66.39833333,0.075,133.9666667,155.0383333,34912.40506,20758.05471,22001.92771
01-08-2017 18:00,15.26,72,0.069,7.103,7.445166667,40689.62025,24046.20061,25366.74699
01-08-2017 19:00,15.19166667,73.53333333,0.071666667,0.057,0.090333333,41525.06329,24678.41945,25632.77109
01-08-2017 20:00,15.24333333,74.25,0.074166667,0.064,0.121166667,41095.6962,24709.42249,25479.51808
01-08-2017 21:00,15.28333333,75.3,0.073666667,0.078,0.127333333,39589.87342,24181.15501,24560.96385
01-08-2017 22:00,15.14333333,78.33333333,0.075833333,0.049333333,0.1355,35763.03798,22086.32219,22587.95181
01-08-2017 23:00,15.21166667,73.31666667,0.075333333,0.0725,0.1305,30085.06329,19189.66566,19818.79518
01-09-2017 00:00,15.07833333,71.16666667,0.075833333,0.06,0.139833333,25735.6962,16267.4772,17018.79518
01-09-2017 01:00,15.06166667,69.82,0.074833333,0.0625,0.129166667,22778.73418,14128.26748,15346.50603
01-09-2017 02:00,14.96833333,69.18833333,0.074833333,0.067666667,0.152166667,21659.74684,12983.58663,14543.61446
01-09-2017 03:00,14.95166667,72.2,0.0745,0.059166667,0.155166667,20750.37975,12562.31003,13799.51807
01-09-2017 04:00,14.84166667,71.86666667,0.073,0.073833333,0.128666667,20070.88608,12499.69605,13774.45783
01-09-2017 05:00,14.915,70.21166667,0.074,0.063666667,0.152666667,20166.07595,13195.74468,14140.72289
01-09-2017 06:00,14.905,68.09833333,0.0735,0.062833333,0.131,22882.02532,14854.10335,14903.13253
01-09-2017 07:00,14.91833333,66.34166667,0.074666667,0.069,0.131166667,23162.53165,14987.84195,12957.10843
01-09-2017 08:00,14.91833333,62.27333333,0.075,6.1425,5.971666667,25051.13924,15564.13374,11990.36145
01-09-2017 09:00,15.30833333,59.405,0.076,114.605,76.99666667,27923.03798,17493.61702,13371.56627
01-09-2017 10:00,15.94,58.62666667,0.075833333,312.2333333,110.9166667,31152.40507,19448.63222,14657.3494
01-09-2017 11:00,16.50333333,58.47666667,0.075833333,393.8166667,140.2333333,33616.20253,20406.07903,15678.07229
01-09-2017 12:00,16.78,58.91666667,0.076833333,401.4833333,199.6,33856.20253,20920.36474,16332.53012
01-09-2017 13:00,16.75666667,61.775,0.074833333,478.7,131,34044.55696,21002.43161,16657.3494
01-09-2017 14:00,16.75166667,62.58333333,0.075,346.05,93.76666667,32716.96203,20950.15198,16581.20482
01-09-2017 15:00,16.43833333,66.69166667,0.073666667,338.3666667,308.0666667,32035.44304,20906.38298,16404.81928
01-09-2017 16:00,16.165,69.885,0.073333333,168.8333333,173.7333333,31355.94937,20269.90882,16275.66265
01-09-2017 17:00,15.73,71.23333333,0.071666667,86.905,95.22666667,36961.01266,23319.14894,21212.53012
01-09-2017 18:00,15.405,72.6,0.072833333,2.4625,2.599166667,43337.72152,26731.91489,25444.81928
01-09-2017 19:00,15.31,73.61666667,0.0745,0.059166667,0.102166667,42882.02532,26278.41945,25440.96385
01-09-2017 20:00,15.21666667,75.81666667,0.071,0.040833333,0.1535,42337.21519,26057.75076,25464.09639
01-09-2017 21:00,15.085,76.56666667,0.0735,0.065833333,0.117333333,40523.5443,25289.3617,24470.36145
01-09-2017 22:00,15.01666667,76.21666667,0.072333333,0.059833333,0.124,36894.17721,22678.41945,22206.26506
01-09-2017 23:00,14.79833333,76.4,0.072833333,0.065333333,0.1285,31072.40507,19667.47721,19355.18072
01-10-2017 00:00,14.505,78.35,0.075833333,0.046333333,0.1305,26808.10127,16711.8541,16642.89157
01-10-2017 01:00,14.46333333,79.25,0.079833333,0.044,0.146333333,24114.43038,14508.81459,14995.66265
01-10-2017 02:00,14.645,78.71666667,0.080333333,0.041166667,0.161333333,22617.72152,13427.35562,13983.61446
01-10-2017 03:00,14.52833333,78.6,0.075666667,0.061,0.145166667,22123.5443,13184.19453,13681.92771
01-10-2017 04:00,14.37,78.6,0.078166667,0.046666667,0.149,21799.49367,13147.72037,13608.6747
01-10-2017 05:00,14.29666667,78.75,0.078,0.049666667,0.153833333,22428.35443,13683.28268,13947.95181
01-10-2017 06:00,14.34166667,78.9,0.079666667,0.061166667,0.140333333,24864.81013,15041.94529,14548.43374
01-10-2017 07:00,14.35,78.28333333,0.079666667,0.072,0.137166667,24777.72152,15465.04559,12692.04819
01-10-2017 08:00,12.12166667,79.01666667,0.077666667,6.2435,6.140833333,26118.48101,15972.64437,11732.04819
01-10-2017 09:00,12.02833333,79.71666667,0.078166667,97.02666667,43.935,29215.18987,18010.94225,13543.13253
01-10-2017 10:00,15.16833333,68.35333333,0.077166667,306,90.21,32407.0886,19556.83891,15105.54217
01-10-2017 11:00,15.585,65.92166667,0.076,367,94.36666667,34316.96202,20770.21277,16192.77109
01-10-2017 12:00,15.89,64.35166667,0.0755,460.9,115.55,35157.46836,21260.79027,16313.25301
01-10-2017 13:00,16.23333333,63.83833333,0.075666667,489.4,100.7833333,35207.08861,21003.03951,16660.24097
01-10-2017 14:00,16.31666667,64.035,0.076833333,425.9,106.4333333,34593.41772,21154.40729,16866.50602
01-10-2017 15:00,15.87333333,66.33833333,0.075,242.7,245.4166667,33701.26582,21059.57447,16670.84338
01-10-2017 16:00,15.87,68.74166667,0.076833333,203.725,227.915,33927.08861,20670.51672,16275.66265
01-10-2017 17:00,15.46166667,69.85166667,0.077333333,95.09666667,113.9616667,38522.53165,23431.61094,21539.27711
01-10-2017 18:00,14.26666667,74.53333333,0.079333333,5.257,5.483333333,44421.26582,26880.24316,25809.15663
01-10-2017 19:00,12.27666667,81.11666667,0.0755,0.070833333,0.094,43608.10127,26465.65349,25395.66265
01-10-2017 20:00,11.56,83.41666667,0.0785,0.051333333,0.103,43183.79747,26186.62614,25275.18072
01-10-2017 21:00,11.05833333,85.43333333,0.083333333,0.054833333,0.0965,41019.74683,25243.1611,24510.84337
01-10-2017 22:00,10.97,85.61666667,0.084,0.048833333,0.121833333,37440,23138.60182,22438.55422
01-10-2017 23:00,10.29,86.55,0.085,0.065333333,0.11,32345.31646,19751.36778,19778.31325
01-11-2017 00:00,10.12833333,85.25,0.087,0.061,0.133,27692.1519,17051.67173,17302.16867
01-11-2017 01:00,9.926666667,84.66666667,0.0865,0.058166667,0.118,24809.11392,14759.27051,15278.07229
01-11-2017 02:00,10,83.48333333,0.0865,0.067166667,0.132833333,23112.91139,13556.231,14176.38554
01-11-2017 03:00,9.243333333,83.61666667,0.083166667,0.059333333,0.1235,22335.18987,13155.6231,13816.86747
01-11-2017 04:00,9.525,83.7,0.086,0.063666667,0.1385,22111.39241,13031.61094,13651.08434
01-11-2017 05:00,9.325,77.78333333,0.083833333,0.068333333,0.125666667,22670.37975,13412.15805,13962.40964
01-11-2017 06:00,9.113333333,78.58333333,0.0845,0.078666667,0.1385,24252.1519,14139.81763,14207.22892
01-11-2017 07:00,9.633333333,78.51666667,0.085,0.067666667,0.134166667,21324.55696,12553.19149,11301.20482
01-11-2017 08:00,9.616666667,67.51166667,0.082833333,9.3975,8.952166667,23224.3038,13730.69909,10800
